nameOfIssuer,nameOfIssuer_link,cusip,value,fund_name
ALLISON TRANSMISSION HLDGS I,"<a href=""http://www.google.com/search?q=stock price ALLISON TRANSMISSION HLDGS I"" 
        target=""_blank"">ALLISON TRANSMISSION HLDGS I</a>",01973R101,4099575,"['CAPITAL FUND MANAGEMENT', 'CITADEL ADVISORS LLC', 'CITADEL ADVISORS LLC']"
BLUELINX HLDGS INC,"<a href=""http://www.google.com/search?q=stock price BLUELINX HLDGS INC"" 
        target=""_blank"">BLUELINX HLDGS INC</a>",09624H208,4067829,['CITADEL ADVISORS LLC']
CENTURY CMNTYS INC,"<a href=""http://www.google.com/search?q=stock price CENTURY CMNTYS INC"" 
        target=""_blank"">CENTURY CMNTYS INC</a>",156504300,4064844,['CITADEL ADVISORS LLC']
VANGUARD INDEX FDS,"<a href=""http://www.google.com/search?q=stock price VANGUARD INDEX FDS"" 
        target=""_blank"">VANGUARD INDEX FDS</a>",922908595,4061736,['CITADEL ADVISORS LLC']
KINROSS GOLD CORP,"<a href=""http://www.google.com/search?q=stock price KINROSS GOLD CORP"" 
        target=""_blank"">KINROSS GOLD CORP</a>",496902404,4052290,['CITADEL ADVISORS LLC']
SMARTSHEET INC,"<a href=""http://www.google.com/search?q=stock price SMARTSHEET INC"" 
        target=""_blank"">SMARTSHEET INC</a>",83200N103,4021662,['CITADEL ADVISORS LLC']
MASONITE INTL CORP,"<a href=""http://www.google.com/search?q=stock price MASONITE INTL CORP"" 
        target=""_blank"">MASONITE INTL CORP</a>",575385109,4021350,['CITADEL ADVISORS LLC']
ALLIANCEBERNSTEIN HLDG L P,"<a href=""http://www.google.com/search?q=stock price ALLIANCEBERNSTEIN HLDG L P"" 
        target=""_blank"">ALLIANCEBERNSTEIN HLDG L P</a>",01881G106,4009076,['CITADEL ADVISORS LLC']
MEDIFAST INC,"<a href=""http://www.google.com/search?q=stock price MEDIFAST INC"" 
        target=""_blank"">MEDIFAST INC</a>",58470H101,3992868,['CITADEL ADVISORS LLC']
PACIFIC BIOSCIENCES CALIF IN,"<a href=""http://www.google.com/search?q=stock price PACIFIC BIOSCIENCES CALIF IN"" 
        target=""_blank"">PACIFIC BIOSCIENCES CALIF IN</a>",69404D108,3982860,"['CAPITAL FUND MANAGEMENT', 'CITADEL ADVISORS LLC']"
VANGUARD INTL EQUITY INDEX F,"<a href=""http://www.google.com/search?q=stock price VANGUARD INTL EQUITY INDEX F"" 
        target=""_blank"">VANGUARD INTL EQUITY INDEX F</a>",922042742,3981456,['CITADEL ADVISORS LLC']
CIVITAS RESOURCES INC,"<a href=""http://www.google.com/search?q=stock price CIVITAS RESOURCES INC"" 
        target=""_blank"">CIVITAS RESOURCES INC</a>",17888H103,3979716,"['CITADEL ADVISORS LLC', 'D. E. Shaw & Co., Inc']"
PAGERDUTY INC,"<a href=""http://www.google.com/search?q=stock price PAGERDUTY INC"" 
        target=""_blank"">PAGERDUTY INC</a>",69553P100,3958650,"['CITADEL ADVISORS LLC', 'TWO SIGMA INVESTMENTS, LP']"
NEW YORK TIMES CO,"<a href=""http://www.google.com/search?q=stock price NEW YORK TIMES CO"" 
        target=""_blank"">NEW YORK TIMES CO</a>",650111107,3919200,['CITADEL ADVISORS LLC']
GEO GROUP INC NEW,"<a href=""http://www.google.com/search?q=stock price GEO GROUP INC NEW"" 
        target=""_blank"">GEO GROUP INC NEW</a>",36162J106,3902049,"['CITADEL ADVISORS LLC', 'TWO SIGMA INVESTMENTS, LP']"
VIRTU FINL INC,"<a href=""http://www.google.com/search?q=stock price VIRTU FINL INC"" 
        target=""_blank"">VIRTU FINL INC</a>",928254101,3887894,['CITADEL ADVISORS LLC']
VIPER ENERGY INC,"<a href=""http://www.google.com/search?q=stock price VIPER ENERGY INC"" 
        target=""_blank"">VIPER ENERGY INC</a>",927959106,3884844,['CITADEL ADVISORS LLC']
JACOBS SOLUTIONS INC,"<a href=""http://www.google.com/search?q=stock price JACOBS SOLUTIONS INC"" 
        target=""_blank"">JACOBS SOLUTIONS INC</a>",46982L108,3868040,['CITADEL ADVISORS LLC']
ISHARES TR,"<a href=""http://www.google.com/search?q=stock price ISHARES TR"" 
        target=""_blank"">ISHARES TR</a>",464288281,3847392,['CITADEL ADVISORS LLC']
BERRY GLOBAL GROUP INC,"<a href=""http://www.google.com/search?q=stock price BERRY GLOBAL GROUP INC"" 
        target=""_blank"">BERRY GLOBAL GROUP INC</a>",08579W103,3841230,['CITADEL ADVISORS LLC']
DIREXION SHS ETF TR,"<a href=""http://www.google.com/search?q=stock price DIREXION SHS ETF TR"" 
        target=""_blank"">DIREXION SHS ETF TR</a>",25459W102,3829154,['CITADEL ADVISORS LLC']
HIBBETT INC,"<a href=""http://www.google.com/search?q=stock price HIBBETT INC"" 
        target=""_blank"">HIBBETT INC</a>",428567101,3824262,"['CITADEL ADVISORS LLC', 'D. E. Shaw & Co., Inc']"
OPERA LTD,"<a href=""http://www.google.com/search?q=stock price OPERA LTD"" 
        target=""_blank"">OPERA LTD</a>",68373M107,3823470,['CITADEL ADVISORS LLC']
BLUE OWL CAPITAL INC,"<a href=""http://www.google.com/search?q=stock price BLUE OWL CAPITAL INC"" 
        target=""_blank"">BLUE OWL CAPITAL INC</a>",09581B103,3820360,['CITADEL ADVISORS LLC']
ALLIANT ENERGY CORP,"<a href=""http://www.google.com/search?q=stock price ALLIANT ENERGY CORP"" 
        target=""_blank"">ALLIANT ENERGY CORP</a>",018802108,3816720,['CITADEL ADVISORS LLC']
VERISIGN INC,"<a href=""http://www.google.com/search?q=stock price VERISIGN INC"" 
        target=""_blank"">VERISIGN INC</a>",92343E102,3810260,['CITADEL ADVISORS LLC']
DIREXION SHS ETF TR,"<a href=""http://www.google.com/search?q=stock price DIREXION SHS ETF TR"" 
        target=""_blank"">DIREXION SHS ETF TR</a>",25460G336,3808724,['CITADEL ADVISORS LLC']
ASBURY AUTOMOTIVE GROUP INC,"<a href=""http://www.google.com/search?q=stock price ASBURY AUTOMOTIVE GROUP INC"" 
        target=""_blank"">ASBURY AUTOMOTIVE GROUP INC</a>",043436104,3801993,['CITADEL ADVISORS LLC']
VS TRUST,"<a href=""http://www.google.com/search?q=stock price VS TRUST"" 
        target=""_blank"">VS TRUST</a>",92891H101,3791865,['CITADEL ADVISORS LLC']
FRANKLIN RESOURCES INC,"<a href=""http://www.google.com/search?q=stock price FRANKLIN RESOURCES INC"" 
        target=""_blank"">FRANKLIN RESOURCES INC</a>",354613101,3771414,"['CAPITAL FUND MANAGEMENT', 'CITADEL ADVISORS LLC']"
CONSTELLIUM SE,"<a href=""http://www.google.com/search?q=stock price CONSTELLIUM SE"" 
        target=""_blank"">CONSTELLIUM SE</a>",F21107101,3768448,['CITADEL ADVISORS LLC']
NOKIA CORP,"<a href=""http://www.google.com/search?q=stock price NOKIA CORP"" 
        target=""_blank"">NOKIA CORP</a>",654902204,3743874,"['CITADEL ADVISORS LLC', 'D. E. Shaw & Co., Inc']"
NEXTRACKER INC,"<a href=""http://www.google.com/search?q=stock price NEXTRACKER INC"" 
        target=""_blank"">NEXTRACKER INC</a>",65290E101,3743315,['CITADEL ADVISORS LLC']
QUANTUMSCAPE CORP,"<a href=""http://www.google.com/search?q=stock price QUANTUMSCAPE CORP"" 
        target=""_blank"">QUANTUMSCAPE CORP</a>",74767V109,3742575,['CITADEL ADVISORS LLC']
FIRST HORIZON CORPORATION,"<a href=""http://www.google.com/search?q=stock price FIRST HORIZON CORPORATION"" 
        target=""_blank"">FIRST HORIZON CORPORATION</a>",320517105,3732576,['CITADEL ADVISORS LLC']
UNITED NAT FOODS INC,"<a href=""http://www.google.com/search?q=stock price UNITED NAT FOODS INC"" 
        target=""_blank"">UNITED NAT FOODS INC</a>",911163103,3728031,"['CITADEL ADVISORS LLC', 'D. E. Shaw & Co., Inc']"
DAQO NEW ENERGY CORP,"<a href=""http://www.google.com/search?q=stock price DAQO NEW ENERGY CORP"" 
        target=""_blank"">DAQO NEW ENERGY CORP</a>",23703Q203,3726660,"['CITADEL ADVISORS LLC', 'D. E. Shaw & Co., Inc']"
SITEONE LANDSCAPE SUPPLY INC,"<a href=""http://www.google.com/search?q=stock price SITEONE LANDSCAPE SUPPLY INC"" 
        target=""_blank"">SITEONE LANDSCAPE SUPPLY INC</a>",82982L103,3721250,['CITADEL ADVISORS LLC']
SMITH & WESSON BRANDS INC,"<a href=""http://www.google.com/search?q=stock price SMITH & WESSON BRANDS INC"" 
        target=""_blank"">SMITH & WESSON BRANDS INC</a>",831754106,3720864,['CITADEL ADVISORS LLC']
PHREESIA INC,"<a href=""http://www.google.com/search?q=stock price PHREESIA INC"" 
        target=""_blank"">PHREESIA INC</a>",71944F106,3717890,['CITADEL ADVISORS LLC']
XYLEM INC,"<a href=""http://www.google.com/search?q=stock price XYLEM INC"" 
        target=""_blank"">XYLEM INC</a>",98419M100,3716700,['CITADEL ADVISORS LLC']
LEIDOS HOLDINGS INC,"<a href=""http://www.google.com/search?q=stock price LEIDOS HOLDINGS INC"" 
        target=""_blank"">LEIDOS HOLDINGS INC</a>",525327102,3701808,"['CITADEL ADVISORS LLC', 'CITADEL ADVISORS LLC']"
THE REALREAL INC,"<a href=""http://www.google.com/search?q=stock price THE REALREAL INC"" 
        target=""_blank"">THE REALREAL INC</a>",88339P101,3691968,"['CITADEL ADVISORS LLC', 'III Capital Management ']"
KULICKE & SOFFA INDS INC,"<a href=""http://www.google.com/search?q=stock price KULICKE & SOFFA INDS INC"" 
        target=""_blank"">KULICKE & SOFFA INDS INC</a>",501242101,3682656,['CITADEL ADVISORS LLC']
SPDR SER TR,"<a href=""http://www.google.com/search?q=stock price SPDR SER TR"" 
        target=""_blank"">SPDR SER TR</a>",78464A409,3675890,['CITADEL ADVISORS LLC']
PURECYCLE TECHNOLOGIES INC,"<a href=""http://www.google.com/search?q=stock price PURECYCLE TECHNOLOGIES INC"" 
        target=""_blank"">PURECYCLE TECHNOLOGIES INC</a>",74623V103,3670515,"['CITADEL ADVISORS LLC', 'III Capital Management ', 'TWO SIGMA INVESTMENTS, LP']"
HIMS & HERS HEALTH INC,"<a href=""http://www.google.com/search?q=stock price HIMS & HERS HEALTH INC"" 
        target=""_blank"">HIMS & HERS HEALTH INC</a>",433000106,3582250,['CITADEL ADVISORS LLC']
HAWAIIAN ELEC INDUSTRIES,"<a href=""http://www.google.com/search?q=stock price HAWAIIAN ELEC INDUSTRIES"" 
        target=""_blank"">HAWAIIAN ELEC INDUSTRIES</a>",419870100,3565947,"['CAPITAL FUND MANAGEMENT', 'CITADEL ADVISORS LLC']"
ACADIA PHARMACEUTICALS INC,"<a href=""http://www.google.com/search?q=stock price ACADIA PHARMACEUTICALS INC"" 
        target=""_blank"">ACADIA PHARMACEUTICALS INC</a>",004225108,3559947,['CITADEL ADVISORS LLC']
DOLBY LABORATORIES INC,"<a href=""http://www.google.com/search?q=stock price DOLBY LABORATORIES INC"" 
        target=""_blank"">DOLBY LABORATORIES INC</a>",25659T107,3533380,['CITADEL ADVISORS LLC']
PAR PAC HOLDINGS INC,"<a href=""http://www.google.com/search?q=stock price PAR PAC HOLDINGS INC"" 
        target=""_blank"">PAR PAC HOLDINGS INC</a>",69888T207,3524253,['CITADEL ADVISORS LLC']
ISHARES TR,"<a href=""http://www.google.com/search?q=stock price ISHARES TR"" 
        target=""_blank"">ISHARES TR</a>",464288851,3522582,['CITADEL ADVISORS LLC']
CHEMOURS CO,"<a href=""http://www.google.com/search?q=stock price CHEMOURS CO"" 
        target=""_blank"">CHEMOURS CO</a>",163851108,3516710,['CITADEL ADVISORS LLC']
BLACK STONE MINERALS L P,"<a href=""http://www.google.com/search?q=stock price BLACK STONE MINERALS L P"" 
        target=""_blank"">BLACK STONE MINERALS L P</a>",09225M101,3511200,['CITADEL ADVISORS LLC']
SUN LIFE FINANCIAL INC.,"<a href=""http://www.google.com/search?q=stock price SUN LIFE FINANCIAL INC."" 
        target=""_blank"">SUN LIFE FINANCIAL INC.</a>",866796105,3479288,"['CITADEL ADVISORS LLC', 'D. E. Shaw & Co., Inc']"
ANTERO MIDSTREAM CORP,"<a href=""http://www.google.com/search?q=stock price ANTERO MIDSTREAM CORP"" 
        target=""_blank"">ANTERO MIDSTREAM CORP</a>",03676B102,3464545,"['CAPITAL FUND MANAGEMENT', 'CITADEL ADVISORS LLC']"
IPG PHOTONICS CORP,"<a href=""http://www.google.com/search?q=stock price IPG PHOTONICS CORP"" 
        target=""_blank"">IPG PHOTONICS CORP</a>",44980X109,3451572,['CITADEL ADVISORS LLC']
EASTMAN CHEM CO,"<a href=""http://www.google.com/search?q=stock price EASTMAN CHEM CO"" 
        target=""_blank"">EASTMAN CHEM CO</a>",277432100,3449088,['CITADEL ADVISORS LLC']
CASSAVA SCIENCES INC,"<a href=""http://www.google.com/search?q=stock price CASSAVA SCIENCES INC"" 
        target=""_blank"">CASSAVA SCIENCES INC</a>",14817C107,3446281,['CITADEL ADVISORS LLC']
PLAINS GP HLDGS L P,"<a href=""http://www.google.com/search?q=stock price PLAINS GP HLDGS L P"" 
        target=""_blank"">PLAINS GP HLDGS L P</a>",72651A207,3443605,['CITADEL ADVISORS LLC']
DHT HOLDINGS INC,"<a href=""http://www.google.com/search?q=stock price DHT HOLDINGS INC"" 
        target=""_blank"">DHT HOLDINGS INC</a>",Y2065G121,3440367,['CITADEL ADVISORS LLC']
GUARDANT HEALTH INC,"<a href=""http://www.google.com/search?q=stock price GUARDANT HEALTH INC"" 
        target=""_blank"">GUARDANT HEALTH INC</a>",40131M109,3429940,"['CAPITAL FUND MANAGEMENT', 'CITADEL ADVISORS LLC', 'III Capital Management ']"
TRIUMPH GROUP INC NEW,"<a href=""http://www.google.com/search?q=stock price TRIUMPH GROUP INC NEW"" 
        target=""_blank"">TRIUMPH GROUP INC NEW</a>",896818101,3428744,['CITADEL ADVISORS LLC']
PROSHARES TR,"<a href=""http://www.google.com/search?q=stock price PROSHARES TR"" 
        target=""_blank"">PROSHARES TR</a>",74347R206,3427600,['CITADEL ADVISORS LLC']
HUBBELL INC,"<a href=""http://www.google.com/search?q=stock price HUBBELL INC"" 
        target=""_blank"">HUBBELL INC</a>",443510607,3420872,['CITADEL ADVISORS LLC']
AMN HEALTHCARE SVCS INC,"<a href=""http://www.google.com/search?q=stock price AMN HEALTHCARE SVCS INC"" 
        target=""_blank"">AMN HEALTHCARE SVCS INC</a>",001744101,3407040,"['CAPITAL FUND MANAGEMENT', 'CITADEL ADVISORS LLC']"
JACK IN THE BOX INC,"<a href=""http://www.google.com/search?q=stock price JACK IN THE BOX INC"" 
        target=""_blank"">JACK IN THE BOX INC</a>",466367109,3395808,['CITADEL ADVISORS LLC']
FRONTIER GROUP HLDGS INC,"<a href=""http://www.google.com/search?q=stock price FRONTIER GROUP HLDGS INC"" 
        target=""_blank"">FRONTIER GROUP HLDGS INC</a>",35909R108,3380832,['CITADEL ADVISORS LLC']
HOWARD HUGHES HOLDINGS INC,"<a href=""http://www.google.com/search?q=stock price HOWARD HUGHES HOLDINGS INC"" 
        target=""_blank"">HOWARD HUGHES HOLDINGS INC</a>",44267T102,3379225,['CITADEL ADVISORS LLC']
EXELIXIS INC,"<a href=""http://www.google.com/search?q=stock price EXELIXIS INC"" 
        target=""_blank"">EXELIXIS INC</a>",30161Q104,3358600,"['CITADEL ADVISORS LLC', 'CITADEL ADVISORS LLC']"
VIPSHOP HLDGS LTD,"<a href=""http://www.google.com/search?q=stock price VIPSHOP HLDGS LTD"" 
        target=""_blank"">VIPSHOP HLDGS LTD</a>",92763W103,3356640,"['CITADEL ADVISORS LLC', 'D. E. Shaw & Co., Inc']"
VANGUARD SCOTTSDALE FDS,"<a href=""http://www.google.com/search?q=stock price VANGUARD SCOTTSDALE FDS"" 
        target=""_blank"">VANGUARD SCOTTSDALE FDS</a>",92206C102,3336476,['CITADEL ADVISORS LLC']
NAVIOS MARITIME PARTNERS L P,"<a href=""http://www.google.com/search?q=stock price NAVIOS MARITIME PARTNERS L P"" 
        target=""_blank"">NAVIOS MARITIME PARTNERS L P</a>",Y62267409,3335628,['CITADEL ADVISORS LLC']
PILGRIMS PRIDE CORP,"<a href=""http://www.google.com/search?q=stock price PILGRIMS PRIDE CORP"" 
        target=""_blank"">PILGRIMS PRIDE CORP</a>",72147K108,3321966,['CITADEL ADVISORS LLC']
VITA COCO CO INC,"<a href=""http://www.google.com/search?q=stock price VITA COCO CO INC"" 
        target=""_blank"">VITA COCO CO INC</a>",92846Q107,3319110,['CITADEL ADVISORS LLC']
FIVERR INTL LTD,"<a href=""http://www.google.com/search?q=stock price FIVERR INTL LTD"" 
        target=""_blank"">FIVERR INTL LTD</a>",M4R82T106,3309952,['CITADEL ADVISORS LLC']
EAGLE MATLS INC,"<a href=""http://www.google.com/search?q=stock price EAGLE MATLS INC"" 
        target=""_blank"">EAGLE MATLS INC</a>",26969P108,3306292,['CITADEL ADVISORS LLC']
NUVEI CORPORATION,"<a href=""http://www.google.com/search?q=stock price NUVEI CORPORATION"" 
        target=""_blank"">NUVEI CORPORATION</a>",67079A102,3300882,['CITADEL ADVISORS LLC']
PAYSAFE LIMITED,"<a href=""http://www.google.com/search?q=stock price PAYSAFE LIMITED"" 
        target=""_blank"">PAYSAFE LIMITED</a>",G6964L206,3293489,"['CITADEL ADVISORS LLC', 'D. E. Shaw & Co., Inc']"
NEW ORIENTAL ED & TECHNOLOGY,"<a href=""http://www.google.com/search?q=stock price NEW ORIENTAL ED & TECHNOLOGY"" 
        target=""_blank"">NEW ORIENTAL ED & TECHNOLOGY</a>",647581206,3293203,['CITADEL ADVISORS LLC']
ENOVIS CORPORATION,"<a href=""http://www.google.com/search?q=stock price ENOVIS CORPORATION"" 
        target=""_blank"">ENOVIS CORPORATION</a>",194014502,3289606,"['CITADEL ADVISORS LLC', 'TWO SIGMA INVESTMENTS, LP']"
DELUXE CORP,"<a href=""http://www.google.com/search?q=stock price DELUXE CORP"" 
        target=""_blank"">DELUXE CORP</a>",248019101,3281850,['CITADEL ADVISORS LLC']
DOVER CORP,"<a href=""http://www.google.com/search?q=stock price DOVER CORP"" 
        target=""_blank"">DOVER CORP</a>",260003108,3260772,['CITADEL ADVISORS LLC']
GLOBAL X FDS,"<a href=""http://www.google.com/search?q=stock price GLOBAL X FDS"" 
        target=""_blank"">GLOBAL X FDS</a>",37954Y830,3240000,['CITADEL ADVISORS LLC']
CSX CORP,"<a href=""http://www.google.com/search?q=stock price CSX CORP"" 
        target=""_blank"">CSX CORP</a>",126408103,3238178,['CITADEL ADVISORS LLC']
CHARGEPOINT HOLDINGS INC,"<a href=""http://www.google.com/search?q=stock price CHARGEPOINT HOLDINGS INC"" 
        target=""_blank"">CHARGEPOINT HOLDINGS INC</a>",15961R105,3231306,"['CITADEL ADVISORS LLC', 'D. E. Shaw & Co., Inc']"
ALTIMMUNE INC,"<a href=""http://www.google.com/search?q=stock price ALTIMMUNE INC"" 
        target=""_blank"">ALTIMMUNE INC</a>",02155H200,3188250,"['CITADEL ADVISORS LLC', 'CITADEL ADVISORS LLC']"
ISHARES INC,"<a href=""http://www.google.com/search?q=stock price ISHARES INC"" 
        target=""_blank"">ISHARES INC</a>",464286772,3184758,['CITADEL ADVISORS LLC']
TWIST BIOSCIENCE CORP,"<a href=""http://www.google.com/search?q=stock price TWIST BIOSCIENCE CORP"" 
        target=""_blank"">TWIST BIOSCIENCE CORP</a>",90184D100,3173646,['CITADEL ADVISORS LLC']
PORTILLOS INC,"<a href=""http://www.google.com/search?q=stock price PORTILLOS INC"" 
        target=""_blank"">PORTILLOS INC</a>",73642K106,3171663,['CITADEL ADVISORS LLC']
ISHARES TR,"<a href=""http://www.google.com/search?q=stock price ISHARES TR"" 
        target=""_blank"">ISHARES TR</a>",46429B671,3157350,['CITADEL ADVISORS LLC']
HECLA MNG CO,"<a href=""http://www.google.com/search?q=stock price HECLA MNG CO"" 
        target=""_blank"">HECLA MNG CO</a>",422704106,3154879,['CITADEL ADVISORS LLC']
IOVANCE BIOTHERAPEUTICS INC,"<a href=""http://www.google.com/search?q=stock price IOVANCE BIOTHERAPEUTICS INC"" 
        target=""_blank"">IOVANCE BIOTHERAPEUTICS INC</a>",462260100,3149562,['CITADEL ADVISORS LLC']
INVESCO CURRENCYSHARES BRIT,"<a href=""http://www.google.com/search?q=stock price INVESCO CURRENCYSHARES BRIT"" 
        target=""_blank"">INVESCO CURRENCYSHARES BRIT</a>",46138M109,3143424,['CITADEL ADVISORS LLC']
CHEFS WHSE INC,"<a href=""http://www.google.com/search?q=stock price CHEFS WHSE INC"" 
        target=""_blank"">CHEFS WHSE INC</a>",163086101,3125466,"['CITADEL ADVISORS LLC', 'D. E. Shaw & Co., Inc']"
THOMSON REUTERS CORP.,"<a href=""http://www.google.com/search?q=stock price THOMSON REUTERS CORP."" 
        target=""_blank"">THOMSON REUTERS CORP.</a>",884903808,3122674,['CITADEL ADVISORS LLC']
HENRY JACK & ASSOC INC,"<a href=""http://www.google.com/search?q=stock price HENRY JACK & ASSOC INC"" 
        target=""_blank"">HENRY JACK & ASSOC INC</a>",426281101,3121131,['CITADEL ADVISORS LLC']
BRAZE INC,"<a href=""http://www.google.com/search?q=stock price BRAZE INC"" 
        target=""_blank"">BRAZE INC</a>",10576N102,3108105,['CITADEL ADVISORS LLC']
LUMINAR TECHNOLOGIES INC,"<a href=""http://www.google.com/search?q=stock price LUMINAR TECHNOLOGIES INC"" 
        target=""_blank"">LUMINAR TECHNOLOGIES INC</a>",550424105,3090290,"['CITADEL ADVISORS LLC', 'TWO SIGMA INVESTMENTS, LP']"
GLOBAL SHIP LEASE INC NEW,"<a href=""http://www.google.com/search?q=stock price GLOBAL SHIP LEASE INC NEW"" 
        target=""_blank"">GLOBAL SHIP LEASE INC NEW</a>",Y27183600,3083992,['CITADEL ADVISORS LLC']
TEREX CORP NEW,"<a href=""http://www.google.com/search?q=stock price TEREX CORP NEW"" 
        target=""_blank"">TEREX CORP NEW</a>",880779103,3068364,"['CAPITAL FUND MANAGEMENT', 'CITADEL ADVISORS LLC']"
RED ROCK RESORTS INC,"<a href=""http://www.google.com/search?q=stock price RED ROCK RESORTS INC"" 
        target=""_blank"">RED ROCK RESORTS INC</a>",75700L108,3055809,['CITADEL ADVISORS LLC']
CORECIVIC INC,"<a href=""http://www.google.com/search?q=stock price CORECIVIC INC"" 
        target=""_blank"">CORECIVIC INC</a>",21871N101,3044035,['CITADEL ADVISORS LLC']
