nameOfIssuer,titleOfClass,cusip,value,shrsOrPrnAmt,investmentDiscretion,votingAuthority,sshPrnamt,sshPrnamtType,cik,filingDate,reportDate,fund_name,figi,putCall,otherManager
EMERSON ELEC CO,COM,291011104,4447188,"{'sshPrnamt': '49200', 'sshPrnamtType': 'SH'}",SOLE,"{'Sole': '0', 'Shared': '49200', 'None': '0'}",49200,SH,1323645,2023-08-14,2023-06-30,CAPITAL FUND MANAGEMENT,,Call,0
EMERSON ELEC CO,COM,291011104,4203135,"{'sshPrnamt': '46500', 'sshPrnamtType': 'SH'}",SOLE,"{'Sole': '0', 'Shared': '46500', 'None': '0'}",46500,SH,1323645,2023-08-14,2023-06-30,CAPITAL FUND MANAGEMENT,,Put,0
ENPHASE ENERGY INC,COM,29355A107,37934220,"{'sshPrnamt': '226500', 'sshPrnamtType': 'SH'}",SOLE,"{'Sole': '0', 'Shared': '226500', 'None': '0'}",226500,SH,1323645,2023-08-14,2023-06-30,CAPITAL FUND MANAGEMENT,,Call,0
ENPHASE ENERGY INC,COM,29355A107,31955184,"{'sshPrnamt': '190800', 'sshPrnamtType': 'SH'}",SOLE,"{'Sole': '0', 'Shared': '190800', 'None': '0'}",190800,SH,1323645,2023-08-14,2023-06-30,CAPITAL FUND MANAGEMENT,,Put,0
EQUITRANS MIDSTREAM CORP,COM,294600101,406300,"{'sshPrnamt': '42500', 'sshPrnamtType': 'SH'}",SOLE,"{'Sole': '0', 'Shared': '42500', 'None': '0'}",42500,SH,1323645,2023-08-14,2023-06-30,CAPITAL FUND MANAGEMENT,,Call,0
EQUITRANS MIDSTREAM CORP,COM,294600101,585072,"{'sshPrnamt': '61200', 'sshPrnamtType': 'SH'}",SOLE,"{'Sole': '0', 'Shared': '61200', 'None': '0'}",61200,SH,1323645,2023-08-14,2023-06-30,CAPITAL FUND MANAGEMENT,,Put,0
EQUITY RESIDENTIAL,SH BEN INT,29476L107,1530504,"{'sshPrnamt': '23200', 'sshPrnamtType': 'SH'}",SOLE,"{'Sole': '0', 'Shared': '23200', 'None': '0'}",23200,SH,1323645,2023-08-14,2023-06-30,CAPITAL FUND MANAGEMENT,,Call,0
EQUITY RESIDENTIAL,SH BEN INT,29476L107,2388114,"{'sshPrnamt': '36200', 'sshPrnamtType': 'SH'}",SOLE,"{'Sole': '0', 'Shared': '36200', 'None': '0'}",36200,SH,1323645,2023-08-14,2023-06-30,CAPITAL FUND MANAGEMENT,,Put,0
ETSY INC,COM,29786A106,71757741,"{'sshPrnamt': '848100', 'sshPrnamtType': 'SH'}",SOLE,"{'Sole': '0', 'Shared': '848100', 'None': '0'}",848100,SH,1323645,2023-08-14,2023-06-30,CAPITAL FUND MANAGEMENT,,Call,0
ETSY INC,COM,29786A106,55614153,"{'sshPrnamt': '657300', 'sshPrnamtType': 'SH'}",SOLE,"{'Sole': '0', 'Shared': '657300', 'None': '0'}",657300,SH,1323645,2023-08-14,2023-06-30,CAPITAL FUND MANAGEMENT,,Put,0
EXELON CORP,COM,30161N101,1018500,"{'sshPrnamt': '25000', 'sshPrnamtType': 'SH'}",SOLE,"{'Sole': '0', 'Shared': '25000', 'None': '0'}",25000,SH,1323645,2023-08-14,2023-06-30,CAPITAL FUND MANAGEMENT,,Call,0
EXELON CORP,COM,30161N101,708876,"{'sshPrnamt': '17400', 'sshPrnamtType': 'SH'}",SOLE,"{'Sole': '0', 'Shared': '17400', 'None': '0'}",17400,SH,1323645,2023-08-14,2023-06-30,CAPITAL FUND MANAGEMENT,,Put,0
EXPEDIA GROUP INC,COM NEW,30212P303,28156986,"{'sshPrnamt': '257400', 'sshPrnamtType': 'SH'}",SOLE,"{'Sole': '0', 'Shared': '257400', 'None': '0'}",257400,SH,1323645,2023-08-14,2023-06-30,CAPITAL FUND MANAGEMENT,,Call,0
EXPEDIA GROUP INC,COM NEW,30212P303,45921922,"{'sshPrnamt': '419800', 'sshPrnamtType': 'SH'}",SOLE,"{'Sole': '0', 'Shared': '419800', 'None': '0'}",419800,SH,1323645,2023-08-14,2023-06-30,CAPITAL FUND MANAGEMENT,,Put,0
EXXON MOBIL CORP,COM,30231G102,72275775,"{'sshPrnamt': '673900', 'sshPrnamtType': 'SH'}",SOLE,"{'Sole': '0', 'Shared': '673900', 'None': '0'}",673900,SH,1323645,2023-08-14,2023-06-30,CAPITAL FUND MANAGEMENT,,Call,0
EXXON MOBIL CORP,COM,30231G102,66784575,"{'sshPrnamt': '622700', 'sshPrnamtType': 'SH'}",SOLE,"{'Sole': '0', 'Shared': '622700', 'None': '0'}",622700,SH,1323645,2023-08-14,2023-06-30,CAPITAL FUND MANAGEMENT,,Put,0
META PLATFORMS INC,CL A,30303M102,278801070,"{'sshPrnamt': '971500', 'sshPrnamtType': 'SH'}",SOLE,"{'Sole': '0', 'Shared': '971500', 'None': '0'}",971500,SH,1323645,2023-08-14,2023-06-30,CAPITAL FUND MANAGEMENT,,Call,0
META PLATFORMS INC,CL A,30303M102,178444164,"{'sshPrnamt': '621800', 'sshPrnamtType': 'SH'}",SOLE,"{'Sole': '0', 'Shared': '621800', 'None': '0'}",621800,SH,1323645,2023-08-14,2023-06-30,CAPITAL FUND MANAGEMENT,,Put,0
FASTLY INC,CL A,31188V100,1531267,"{'sshPrnamt': '97100', 'sshPrnamtType': 'SH'}",SOLE,"{'Sole': '0', 'Shared': '97100', 'None': '0'}",97100,SH,1323645,2023-08-14,2023-06-30,CAPITAL FUND MANAGEMENT,,Call,0
FASTLY INC,CL A,31188V100,577182,"{'sshPrnamt': '36600', 'sshPrnamtType': 'SH'}",SOLE,"{'Sole': '0', 'Shared': '36600', 'None': '0'}",36600,SH,1323645,2023-08-14,2023-06-30,CAPITAL FUND MANAGEMENT,,Put,0
FASTENAL CO,COM,311900104,6500698,"{'sshPrnamt': '110200', 'sshPrnamtType': 'SH'}",SOLE,"{'Sole': '0', 'Shared': '110200', 'None': '0'}",110200,SH,1323645,2023-08-14,2023-06-30,CAPITAL FUND MANAGEMENT,,Call,0
FASTENAL CO,COM,311900104,6046475,"{'sshPrnamt': '102500', 'sshPrnamtType': 'SH'}",SOLE,"{'Sole': '0', 'Shared': '102500', 'None': '0'}",102500,SH,1323645,2023-08-14,2023-06-30,CAPITAL FUND MANAGEMENT,,Put,0
FEDEX CORP,COM,31428X106,34557260,"{'sshPrnamt': '139400', 'sshPrnamtType': 'SH'}",SOLE,"{'Sole': '0', 'Shared': '139400', 'None': '0'}",139400,SH,1323645,2023-08-14,2023-06-30,CAPITAL FUND MANAGEMENT,,Call,0
FEDEX CORP,COM,31428X106,38374920,"{'sshPrnamt': '154800', 'sshPrnamtType': 'SH'}",SOLE,"{'Sole': '0', 'Shared': '154800', 'None': '0'}",154800,SH,1323645,2023-08-14,2023-06-30,CAPITAL FUND MANAGEMENT,,Put,0
FIDELITY NATL INFORMATION SV,COM,31620M106,23384250,"{'sshPrnamt': '427500', 'sshPrnamtType': 'SH'}",SOLE,"{'Sole': '0', 'Shared': '427500', 'None': '0'}",427500,SH,1323645,2023-08-14,2023-06-30,CAPITAL FUND MANAGEMENT,,Call,0
FIDELITY NATL INFORMATION SV,COM,31620M106,19336450,"{'sshPrnamt': '353500', 'sshPrnamtType': 'SH'}",SOLE,"{'Sole': '0', 'Shared': '353500', 'None': '0'}",353500,SH,1323645,2023-08-14,2023-06-30,CAPITAL FUND MANAGEMENT,,Put,0
FIFTH THIRD BANCORP,COM,316773100,6400482,"{'sshPrnamt': '244200', 'sshPrnamtType': 'SH'}",SOLE,"{'Sole': '0', 'Shared': '244200', 'None': '0'}",244200,SH,1323645,2023-08-14,2023-06-30,CAPITAL FUND MANAGEMENT,,Call,0
FIFTH THIRD BANCORP,COM,316773100,3810934,"{'sshPrnamt': '145400', 'sshPrnamtType': 'SH'}",SOLE,"{'Sole': '0', 'Shared': '145400', 'None': '0'}",145400,SH,1323645,2023-08-14,2023-06-30,CAPITAL FUND MANAGEMENT,,Put,0
FIRST SOLAR INC,COM,336433107,14218732,"{'sshPrnamt': '74800', 'sshPrnamtType': 'SH'}",SOLE,"{'Sole': '0', 'Shared': '74800', 'None': '0'}",74800,SH,1323645,2023-08-14,2023-06-30,CAPITAL FUND MANAGEMENT,,Call,0
FIRST SOLAR INC,COM,336433107,37333676,"{'sshPrnamt': '196400', 'sshPrnamtType': 'SH'}",SOLE,"{'Sole': '0', 'Shared': '196400', 'None': '0'}",196400,SH,1323645,2023-08-14,2023-06-30,CAPITAL FUND MANAGEMENT,,Put,0
FIVE BELOW INC,COM,33829M101,2653290,"{'sshPrnamt': '13500', 'sshPrnamtType': 'SH'}",SOLE,"{'Sole': '0', 'Shared': '13500', 'None': '0'}",13500,SH,1323645,2023-08-14,2023-06-30,CAPITAL FUND MANAGEMENT,,Put,0
FIVE9 INC,COM,338307101,2143700,"{'sshPrnamt': '26000', 'sshPrnamtType': 'SH'}",SOLE,"{'Sole': '0', 'Shared': '26000', 'None': '0'}",26000,SH,1323645,2023-08-14,2023-06-30,CAPITAL FUND MANAGEMENT,,Call,0
FIVE9 INC,COM,338307101,2588930,"{'sshPrnamt': '31400', 'sshPrnamtType': 'SH'}",SOLE,"{'Sole': '0', 'Shared': '31400', 'None': '0'}",31400,SH,1323645,2023-08-14,2023-06-30,CAPITAL FUND MANAGEMENT,,Put,0
FLOOR & DECOR HLDGS INC,CL A,339750101,3233156,"{'sshPrnamt': '31100', 'sshPrnamtType': 'SH'}",SOLE,"{'Sole': '0', 'Shared': '31100', 'None': '0'}",31100,SH,1323645,2023-08-14,2023-06-30,CAPITAL FUND MANAGEMENT,,Call,0
FLOOR & DECOR HLDGS INC,CL A,339750101,2952464,"{'sshPrnamt': '28400', 'sshPrnamtType': 'SH'}",SOLE,"{'Sole': '0', 'Shared': '28400', 'None': '0'}",28400,SH,1323645,2023-08-14,2023-06-30,CAPITAL FUND MANAGEMENT,,Put,0
FLUOR CORP NEW,COM,343412102,343360,"{'sshPrnamt': '11600', 'sshPrnamtType': 'SH'}",SOLE,"{'Sole': '0', 'Shared': '11600', 'None': '0'}",11600,SH,1323645,2023-08-14,2023-06-30,CAPITAL FUND MANAGEMENT,,Put,0
FOOT LOCKER INC,COM,344849104,6560620,"{'sshPrnamt': '242000', 'sshPrnamtType': 'SH'}",SOLE,"{'Sole': '0', 'Shared': '242000', 'None': '0'}",242000,SH,1323645,2023-08-14,2023-06-30,CAPITAL FUND MANAGEMENT,,Call,0
FOOT LOCKER INC,COM,344849104,5297294,"{'sshPrnamt': '195400', 'sshPrnamtType': 'SH'}",SOLE,"{'Sole': '0', 'Shared': '195400', 'None': '0'}",195400,SH,1323645,2023-08-14,2023-06-30,CAPITAL FUND MANAGEMENT,,Put,0
FORD MTR CO DEL,COM,345370860,7890295,"{'sshPrnamt': '521500', 'sshPrnamtType': 'SH'}",SOLE,"{'Sole': '0', 'Shared': '521500', 'None': '0'}",521500,SH,1323645,2023-08-14,2023-06-30,CAPITAL FUND MANAGEMENT,,Call,0
FORD MTR CO DEL,COM,345370860,2622029,"{'sshPrnamt': '173300', 'sshPrnamtType': 'SH'}",SOLE,"{'Sole': '0', 'Shared': '173300', 'None': '0'}",173300,SH,1323645,2023-08-14,2023-06-30,CAPITAL FUND MANAGEMENT,,Put,0
FORTINET INC,COM,34959E109,1950222,"{'sshPrnamt': '25800', 'sshPrnamtType': 'SH'}",SOLE,"{'Sole': '0', 'Shared': '25800', 'None': '0'}",25800,SH,1323645,2023-08-14,2023-06-30,CAPITAL FUND MANAGEMENT,,Call,0
FORTINET INC,COM,34959E109,3000923,"{'sshPrnamt': '39700', 'sshPrnamtType': 'SH'}",SOLE,"{'Sole': '0', 'Shared': '39700', 'None': '0'}",39700,SH,1323645,2023-08-14,2023-06-30,CAPITAL FUND MANAGEMENT,,Put,0
FRANCO NEV CORP,COM,351858105,3593520,"{'sshPrnamt': '25200', 'sshPrnamtType': 'SH'}",SOLE,"{'Sole': '0', 'Shared': '25200', 'None': '0'}",25200,SH,1323645,2023-08-14,2023-06-30,CAPITAL FUND MANAGEMENT,,Call,0
FRANCO NEV CORP,COM,351858105,2994600,"{'sshPrnamt': '21000', 'sshPrnamtType': 'SH'}",SOLE,"{'Sole': '0', 'Shared': '21000', 'None': '0'}",21000,SH,1323645,2023-08-14,2023-06-30,CAPITAL FUND MANAGEMENT,,Put,0
FRANKLIN RESOURCES INC,COM,354613101,341888,"{'sshPrnamt': '12800', 'sshPrnamtType': 'SH'}",SOLE,"{'Sole': '0', 'Shared': '12800', 'None': '0'}",12800,SH,1323645,2023-08-14,2023-06-30,CAPITAL FUND MANAGEMENT,,Put,0
FREEPORT-MCMORAN INC,CL B,35671D857,43640000,"{'sshPrnamt': '1091000', 'sshPrnamtType': 'SH'}",SOLE,"{'Sole': '0', 'Shared': '1091000', 'None': '0'}",1091000,SH,1323645,2023-08-14,2023-06-30,CAPITAL FUND MANAGEMENT,,Call,0
FREEPORT-MCMORAN INC,CL B,35671D857,22872000,"{'sshPrnamt': '571800', 'sshPrnamtType': 'SH'}",SOLE,"{'Sole': '0', 'Shared': '571800', 'None': '0'}",571800,SH,1323645,2023-08-14,2023-06-30,CAPITAL FUND MANAGEMENT,,Put,0
FRESHPET INC,COM,358039105,2323093,"{'sshPrnamt': '35300', 'sshPrnamtType': 'SH'}",SOLE,"{'Sole': '0', 'Shared': '35300', 'None': '0'}",35300,SH,1323645,2023-08-14,2023-06-30,CAPITAL FUND MANAGEMENT,,Call,0
FRESHPET INC,COM,358039105,3191785,"{'sshPrnamt': '48500', 'sshPrnamtType': 'SH'}",SOLE,"{'Sole': '0', 'Shared': '48500', 'None': '0'}",48500,SH,1323645,2023-08-14,2023-06-30,CAPITAL FUND MANAGEMENT,,Put,0
FRONTIER COMMUNICATIONS PARE,COM,35909D109,2777360,"{'sshPrnamt': '149000', 'sshPrnamtType': 'SH'}",SOLE,"{'Sole': '0', 'Shared': '149000', 'None': '0'}",149000,SH,1323645,2023-08-14,2023-06-30,CAPITAL FUND MANAGEMENT,,Call,0
FRONTIER COMMUNICATIONS PARE,COM,35909D109,3767144,"{'sshPrnamt': '202100', 'sshPrnamtType': 'SH'}",SOLE,"{'Sole': '0', 'Shared': '202100', 'None': '0'}",202100,SH,1323645,2023-08-14,2023-06-30,CAPITAL FUND MANAGEMENT,,Put,0
FUTU HLDGS LTD,SPON ADS CL A,36118L106,1025292,"{'sshPrnamt': '25800', 'sshPrnamtType': 'SH'}",SOLE,"{'Sole': '0', 'Shared': '25800', 'None': '0'}",25800,SH,1323645,2023-08-14,2023-06-30,CAPITAL FUND MANAGEMENT,,Put,0
GAP INC,COM,364760108,10715107,"{'sshPrnamt': '1199900', 'sshPrnamtType': 'SH'}",SOLE,"{'Sole': '0', 'Shared': '1199900', 'None': '0'}",1199900,SH,1323645,2023-08-14,2023-06-30,CAPITAL FUND MANAGEMENT,,Call,0
GAP INC,COM,364760108,7645866,"{'sshPrnamt': '856200', 'sshPrnamtType': 'SH'}",SOLE,"{'Sole': '0', 'Shared': '856200', 'None': '0'}",856200,SH,1323645,2023-08-14,2023-06-30,CAPITAL FUND MANAGEMENT,,Put,0
GENERAC HLDGS INC,COM,368736104,47825991,"{'sshPrnamt': '320700', 'sshPrnamtType': 'SH'}",SOLE,"{'Sole': '0', 'Shared': '320700', 'None': '0'}",320700,SH,1323645,2023-08-14,2023-06-30,CAPITAL FUND MANAGEMENT,,Call,0
GENERAC HLDGS INC,COM,368736104,42367833,"{'sshPrnamt': '284100', 'sshPrnamtType': 'SH'}",SOLE,"{'Sole': '0', 'Shared': '284100', 'None': '0'}",284100,SH,1323645,2023-08-14,2023-06-30,CAPITAL FUND MANAGEMENT,,Put,0
GENERAL DYNAMICS CORP,COM,369550108,13016575,"{'sshPrnamt': '60500', 'sshPrnamtType': 'SH'}",SOLE,"{'Sole': '0', 'Shared': '60500', 'None': '0'}",60500,SH,1323645,2023-08-14,2023-06-30,CAPITAL FUND MANAGEMENT,,Call,0
GENERAL DYNAMICS CORP,COM,369550108,4991480,"{'sshPrnamt': '23200', 'sshPrnamtType': 'SH'}",SOLE,"{'Sole': '0', 'Shared': '23200', 'None': '0'}",23200,SH,1323645,2023-08-14,2023-06-30,CAPITAL FUND MANAGEMENT,,Put,0
GENERAL ELECTRIC CO,COM NEW,369604301,53837485,"{'sshPrnamt': '490100', 'sshPrnamtType': 'SH'}",SOLE,"{'Sole': '0', 'Shared': '490100', 'None': '0'}",490100,SH,1323645,2023-08-14,2023-06-30,CAPITAL FUND MANAGEMENT,,Call,0
GENERAL ELECTRIC CO,COM NEW,369604301,48872265,"{'sshPrnamt': '444900', 'sshPrnamtType': 'SH'}",SOLE,"{'Sole': '0', 'Shared': '444900', 'None': '0'}",444900,SH,1323645,2023-08-14,2023-06-30,CAPITAL FUND MANAGEMENT,,Put,0
GENERAL MLS INC,COM,370334104,15094560,"{'sshPrnamt': '196800', 'sshPrnamtType': 'SH'}",SOLE,"{'Sole': '0', 'Shared': '196800', 'None': '0'}",196800,SH,1323645,2023-08-14,2023-06-30,CAPITAL FUND MANAGEMENT,,Call,0
GENERAL MLS INC,COM,370334104,11873160,"{'sshPrnamt': '154800', 'sshPrnamtType': 'SH'}",SOLE,"{'Sole': '0', 'Shared': '154800', 'None': '0'}",154800,SH,1323645,2023-08-14,2023-06-30,CAPITAL FUND MANAGEMENT,,Put,0
GENERAL MTRS CO,COM,37045V100,117341936,"{'sshPrnamt': '3043100', 'sshPrnamtType': 'SH'}",SOLE,"{'Sole': '0', 'Shared': '3043100', 'None': '0'}",3043100,SH,1323645,2023-08-14,2023-06-30,CAPITAL FUND MANAGEMENT,,Call,0
GENERAL MTRS CO,COM,37045V100,128709424,"{'sshPrnamt': '3337900', 'sshPrnamtType': 'SH'}",SOLE,"{'Sole': '0', 'Shared': '3337900', 'None': '0'}",3337900,SH,1323645,2023-08-14,2023-06-30,CAPITAL FUND MANAGEMENT,,Put,0
GILEAD SCIENCES INC,COM,375558103,120822639,"{'sshPrnamt': '1567700', 'sshPrnamtType': 'SH'}",SOLE,"{'Sole': '0', 'Shared': '1567700', 'None': '0'}",1567700,SH,1323645,2023-08-14,2023-06-30,CAPITAL FUND MANAGEMENT,,Call,0
GILEAD SCIENCES INC,COM,375558103,49455819,"{'sshPrnamt': '641700', 'sshPrnamtType': 'SH'}",SOLE,"{'Sole': '0', 'Shared': '641700', 'None': '0'}",641700,SH,1323645,2023-08-14,2023-06-30,CAPITAL FUND MANAGEMENT,,Put,0
GITLAB INC,CLASS A COM,37637K108,7773831,"{'sshPrnamt': '152100', 'sshPrnamtType': 'SH'}",SOLE,"{'Sole': '0', 'Shared': '152100', 'None': '0'}",152100,SH,1323645,2023-08-14,2023-06-30,CAPITAL FUND MANAGEMENT,,Call,0
GITLAB INC,CLASS A COM,37637K108,2458391,"{'sshPrnamt': '48100', 'sshPrnamtType': 'SH'}",SOLE,"{'Sole': '0', 'Shared': '48100', 'None': '0'}",48100,SH,1323645,2023-08-14,2023-06-30,CAPITAL FUND MANAGEMENT,,Put,0
GOLDMAN SACHS GROUP INC,COM,38141G104,48445508,"{'sshPrnamt': '150200', 'sshPrnamtType': 'SH'}",SOLE,"{'Sole': '0', 'Shared': '150200', 'None': '0'}",150200,SH,1323645,2023-08-14,2023-06-30,CAPITAL FUND MANAGEMENT,,Call,0
GOLDMAN SACHS GROUP INC,COM,38141G104,47542396,"{'sshPrnamt': '147400', 'sshPrnamtType': 'SH'}",SOLE,"{'Sole': '0', 'Shared': '147400', 'None': '0'}",147400,SH,1323645,2023-08-14,2023-06-30,CAPITAL FUND MANAGEMENT,,Put,0
GOODYEAR TIRE & RUBR CO,COM,382550101,218880,"{'sshPrnamt': '16000', 'sshPrnamtType': 'SH'}",SOLE,"{'Sole': '0', 'Shared': '16000', 'None': '0'}",16000,SH,1323645,2023-08-14,2023-06-30,CAPITAL FUND MANAGEMENT,,Put,0
GRAINGER W W INC,COM,384802104,8437913,"{'sshPrnamt': '10700', 'sshPrnamtType': 'SH'}",SOLE,"{'Sole': '0', 'Shared': '10700', 'None': '0'}",10700,SH,1323645,2023-08-14,2023-06-30,CAPITAL FUND MANAGEMENT,,Call,0
GRAINGER W W INC,COM,384802104,12854017,"{'sshPrnamt': '16300', 'sshPrnamtType': 'SH'}",SOLE,"{'Sole': '0', 'Shared': '16300', 'None': '0'}",16300,SH,1323645,2023-08-14,2023-06-30,CAPITAL FUND MANAGEMENT,,Put,0
GUARDANT HEALTH INC,COM,40131M109,372320,"{'sshPrnamt': '10400', 'sshPrnamtType': 'SH'}",SOLE,"{'Sole': '0', 'Shared': '10400', 'None': '0'}",10400,SH,1323645,2023-08-14,2023-06-30,CAPITAL FUND MANAGEMENT,,Call,0
HF SINCLAIR CORP,COM,403949100,2056521,"{'sshPrnamt': '46100', 'sshPrnamtType': 'SH'}",SOLE,"{'Sole': '0', 'Shared': '46100', 'None': '0'}",46100,SH,1323645,2023-08-14,2023-06-30,CAPITAL FUND MANAGEMENT,,Call,0
HF SINCLAIR CORP,COM,403949100,1744251,"{'sshPrnamt': '39100', 'sshPrnamtType': 'SH'}",SOLE,"{'Sole': '0', 'Shared': '39100', 'None': '0'}",39100,SH,1323645,2023-08-14,2023-06-30,CAPITAL FUND MANAGEMENT,,Put,0
HCA HEALTHCARE INC,COM,40412C101,10773540,"{'sshPrnamt': '35500', 'sshPrnamtType': 'SH'}",SOLE,"{'Sole': '0', 'Shared': '35500', 'None': '0'}",35500,SH,1323645,2023-08-14,2023-06-30,CAPITAL FUND MANAGEMENT,,Call,0
HCA HEALTHCARE INC,COM,40412C101,9043704,"{'sshPrnamt': '29800', 'sshPrnamtType': 'SH'}",SOLE,"{'Sole': '0', 'Shared': '29800', 'None': '0'}",29800,SH,1323645,2023-08-14,2023-06-30,CAPITAL FUND MANAGEMENT,,Put,0
HALLIBURTON CO,COM,406216101,28625423,"{'sshPrnamt': '867700', 'sshPrnamtType': 'SH'}",SOLE,"{'Sole': '0', 'Shared': '867700', 'None': '0'}",867700,SH,1323645,2023-08-14,2023-06-30,CAPITAL FUND MANAGEMENT,,Call,0
HALLIBURTON CO,COM,406216101,26098389,"{'sshPrnamt': '791100', 'sshPrnamtType': 'SH'}",SOLE,"{'Sole': '0', 'Shared': '791100', 'None': '0'}",791100,SH,1323645,2023-08-14,2023-06-30,CAPITAL FUND MANAGEMENT,,Put,0
HALOZYME THERAPEUTICS INC,COM,40637H109,1893675,"{'sshPrnamt': '52500', 'sshPrnamtType': 'SH'}",SOLE,"{'Sole': '0', 'Shared': '52500', 'None': '0'}",52500,SH,1323645,2023-08-14,2023-06-30,CAPITAL FUND MANAGEMENT,,Call,0
HANESBRANDS INC,COM,410345102,3634270,"{'sshPrnamt': '800500', 'sshPrnamtType': 'SH'}",SOLE,"{'Sole': '0', 'Shared': '800500', 'None': '0'}",800500,SH,1323645,2023-08-14,2023-06-30,CAPITAL FUND MANAGEMENT,,Call,0
HANESBRANDS INC,COM,410345102,270130,"{'sshPrnamt': '59500', 'sshPrnamtType': 'SH'}",SOLE,"{'Sole': '0', 'Shared': '59500', 'None': '0'}",59500,SH,1323645,2023-08-14,2023-06-30,CAPITAL FUND MANAGEMENT,,Put,0
HARLEY DAVIDSON INC,COM,412822108,3376639,"{'sshPrnamt': '95900', 'sshPrnamtType': 'SH'}",SOLE,"{'Sole': '0', 'Shared': '95900', 'None': '0'}",95900,SH,1323645,2023-08-14,2023-06-30,CAPITAL FUND MANAGEMENT,,Call,0
HARLEY DAVIDSON INC,COM,412822108,5475155,"{'sshPrnamt': '155500', 'sshPrnamtType': 'SH'}",SOLE,"{'Sole': '0', 'Shared': '155500', 'None': '0'}",155500,SH,1323645,2023-08-14,2023-06-30,CAPITAL FUND MANAGEMENT,,Put,0
HASBRO INC,COM,418056107,7014591,"{'sshPrnamt': '108300', 'sshPrnamtType': 'SH'}",SOLE,"{'Sole': '0', 'Shared': '108300', 'None': '0'}",108300,SH,1323645,2023-08-14,2023-06-30,CAPITAL FUND MANAGEMENT,,Call,0
HASBRO INC,COM,418056107,8446008,"{'sshPrnamt': '130400', 'sshPrnamtType': 'SH'}",SOLE,"{'Sole': '0', 'Shared': '130400', 'None': '0'}",130400,SH,1323645,2023-08-14,2023-06-30,CAPITAL FUND MANAGEMENT,,Put,0
HELMERICH & PAYNE INC,COM,423452101,3123145,"{'sshPrnamt': '88100', 'sshPrnamtType': 'SH'}",SOLE,"{'Sole': '0', 'Shared': '88100', 'None': '0'}",88100,SH,1323645,2023-08-14,2023-06-30,CAPITAL FUND MANAGEMENT,,Call,0
HELMERICH & PAYNE INC,COM,423452101,549475,"{'sshPrnamt': '15500', 'sshPrnamtType': 'SH'}",SOLE,"{'Sole': '0', 'Shared': '15500', 'None': '0'}",15500,SH,1323645,2023-08-14,2023-06-30,CAPITAL FUND MANAGEMENT,,Put,0
HERSHEY CO,COM,427866108,10237700,"{'sshPrnamt': '41000', 'sshPrnamtType': 'SH'}",SOLE,"{'Sole': '0', 'Shared': '41000', 'None': '0'}",41000,SH,1323645,2023-08-14,2023-06-30,CAPITAL FUND MANAGEMENT,,Call,0
HERSHEY CO,COM,427866108,7341180,"{'sshPrnamt': '29400', 'sshPrnamtType': 'SH'}",SOLE,"{'Sole': '0', 'Shared': '29400', 'None': '0'}",29400,SH,1323645,2023-08-14,2023-06-30,CAPITAL FUND MANAGEMENT,,Put,0
HERTZ GLOBAL HLDGS INC,COM NEW,42806J700,993060,"{'sshPrnamt': '54000', 'sshPrnamtType': 'SH'}",SOLE,"{'Sole': '0', 'Shared': '54000', 'None': '0'}",54000,SH,1323645,2023-08-14,2023-06-30,CAPITAL FUND MANAGEMENT,,Call,0
HERTZ GLOBAL HLDGS INC,COM NEW,42806J700,831228,"{'sshPrnamt': '45200', 'sshPrnamtType': 'SH'}",SOLE,"{'Sole': '0', 'Shared': '45200', 'None': '0'}",45200,SH,1323645,2023-08-14,2023-06-30,CAPITAL FUND MANAGEMENT,,Put,0
HESS CORP,COM,42809H107,3956145,"{'sshPrnamt': '29100', 'sshPrnamtType': 'SH'}",SOLE,"{'Sole': '0', 'Shared': '29100', 'None': '0'}",29100,SH,1323645,2023-08-14,2023-06-30,CAPITAL FUND MANAGEMENT,,Call,0
HESS CORP,COM,42809H107,4105690,"{'sshPrnamt': '30200', 'sshPrnamtType': 'SH'}",SOLE,"{'Sole': '0', 'Shared': '30200', 'None': '0'}",30200,SH,1323645,2023-08-14,2023-06-30,CAPITAL FUND MANAGEMENT,,Put,0
HOME DEPOT INC,COM,437076102,53740720,"{'sshPrnamt': '173000', 'sshPrnamtType': 'SH'}",SOLE,"{'Sole': '0', 'Shared': '173000', 'None': '0'}",173000,SH,1323645,2023-08-14,2023-06-30,CAPITAL FUND MANAGEMENT,,Call,0
HOME DEPOT INC,COM,437076102,55790944,"{'sshPrnamt': '179600', 'sshPrnamtType': 'SH'}",SOLE,"{'Sole': '0', 'Shared': '179600', 'None': '0'}",179600,SH,1323645,2023-08-14,2023-06-30,CAPITAL FUND MANAGEMENT,,Put,0
HONEYWELL INTL INC,COM,438516106,6266500,"{'sshPrnamt': '30200', 'sshPrnamtType': 'SH'}",SOLE,"{'Sole': '0', 'Shared': '30200', 'None': '0'}",30200,SH,1323645,2023-08-14,2023-06-30,CAPITAL FUND MANAGEMENT,,Call,0
HONEYWELL INTL INC,COM,438516106,10997500,"{'sshPrnamt': '53000', 'sshPrnamtType': 'SH'}",SOLE,"{'Sole': '0', 'Shared': '53000', 'None': '0'}",53000,SH,1323645,2023-08-14,2023-06-30,CAPITAL FUND MANAGEMENT,,Put,0
